equity
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
1000000.56274
1000016.20861
1000001.339215
1000001.701585
1000018.06455
1000024.41562
1000021.4061900001
999994.2669650001
999978.8690800001
999946.7125450001
999914.8872800001
1000013.8640350001
1000023.8161350001
1000072.5673850001
999910.5920500001
1000074.8718950001
1000069.6707650002
1000134.2278450001
999763.6959850001
1000249.8513050001
1000212.4573300001
1000211.6343000002
1000192.5111500002
1000169.3380150001
1000220.6957100001
1000233.2722450001
1000333.02841
1000247.2823350001
1000367.4487050002
1000502.2628800002
1000451.5940750001
999579.2296950002
1000019.9802550002
1000015.9689750001
999368.748295
999650.2550200002
1000220.7021100002
1000989.3706850001
1000709.5285600001
1000652.4590400001
1000523.2101100001
1000543.6831600001
1000333.0356250001
1000355.7608650002
1000375.8758650002
1000278.4705450002
1000338.2765200002
1000617.1213150002
1000659.6133900002
1000674.1050950001
1000049.2388950002
1000091.4685000001
1000115.0876000001
999300.202855
999501.957395
1000021.25491
999764.34328
1000013.67466
999860.90309
999689.8030900001
999679.77309
999631.39309
999315.15309
999413.6830900001
999488.02309
999095.67309
999229.6030900001
999363.53309
999142.87309
1001013.17309
1000363.5830900001
999808.98309
999370.02309
999347.6030900001
999701.01309
1000380.6930900001
1000619.0530900001
1000809.62309
1000680.3449200001
1000452.8270650001
1000440.0811850001
1000364.7160000001
1000107.1827700001
1000049.2994350002
1000190.2870750001
999896.2634900002
999923.7821950001
999873.5709550001
1000396.30642
999855.2064200001
999895.1064200001
998502.80642
999588.5064200001
1000117.0064200001
999733.4064200001
999720.80642
1000191.2064200001
1000221.30642
1000080.6064200001
1000275.9064200001
1000454.4064200001
1000565.7064200001
1000263.0110650001
1000304.95735
1000149.983145
1000116.25655
1001080.936795
999993.714555
999722.3945549999
998728.3145549999
999606.114555
1000186.754555
999220.0345549999
998732.114555
998260.9145549999
998007.0745549999
998574.0345549999
998416.714555
997853.5545549999
997882.4345549999
997904.474555
998471.4345549999
998486.634555
998862.834555
998581.634555
998875.754555
1000168.5145549999
1001295.594555
999334.0345549999
998252.5545549999
997463.6745549999
997654.4345549999
997872.5545549999
997834.5545549999
997955.3945549999
998217.594555
998161.354555
998488.9145549999
998425.834555
998360.474555
998266.994555
998628.754555
998763.2745549999
998598.354555
998654.594555
1001324.474555
1000565.234555
1000385.114555
1000182.954555
998906.1545549999
999596.994555
998908.4345549999
999137.954555
999346.1945549999
999432.0745549999
999343.1545549999
999282.354555
999152.3945549999
999233.714555
999215.474555
999311.234555
999166.834555
998961.634555
998896.2745549999
1000513.5545549999
1000095.5545549999
997557.9145549999
998849.9145549999
998861.3145549999
999973.954555
998874.234555
998962.3945549999
999183.5545549999
999320.354555
999114.3945549999
999096.9145549999
999140.234555
998974.5545549999
999049.0345549999
999254.234555
999231.4345549999
999252.714555
999271.714555
998998.874555
1000200.4345549999
999696.5545549999
999698.0745549999
998949.474555
999772.5545549999
999803.714555
999770.2745549999
999536.954555
999647.9145549999
999748.994555
999774.0745549999
999943.253885
1000089.1322349999
1000304.199735
1000113.185875
1000196.7431799999
1000076.22951
1000104.1468149999
1001522.2953999998
999929.0720549998
999737.2215149999
999413.1715149998
998689.4369299997
999399.5773599998
999693.0264549998
999659.1159999998
999792.7459649998
999753.0852549998
999680.3944399998
999793.1640249998
1000017.8631849998
999880.9810899998
1000192.3896399998
1000229.5764999999
1000299.3332649998
1000294.5794449998
1000313.2261449998
1000340.9925899998
1000412.5588249998
1002305.6474349998
1004165.1828349999
1003553.0634999998
1002416.8392399999
1000084.2252549998
998616.7871849998
1001009.5118049998
1001297.1445599998
1001415.0457599998
1001627.0467899997
1001565.8767999997
1001376.4675999997
1001760.9785949996
1001929.5180549996
1002348.8865499997
1001931.4737249997
1001981.6021999996
1001802.2107849997
1002364.6102749996
1001979.1674349996
999929.1435349997
1004374.1219949997
1002259.2317099997
1003283.8224699997
1002734.0984049997
999705.5726849997
1003072.6344599997
1002511.5494199997
1002758.2655599996
1003449.9011999996
1004205.7640949996
1004510.0140649998
1004589.9626699998
1005479.7012399998
1005478.5268749999
1005074.4626749998
1005580.0793649999
1004478.2245799999
1004424.6232949999
1004357.932315
1002083.05985
1002851.99552
1003620.5686600001
999185.13636
1001204.502585
1001288.59297
1001189.0731
1001910.17304
1002006.47101
1003057.218175
1003817.331995
1004775.07378
1005006.4620599999
1004845.35011
1005058.63876
1005226.4165149999
1005823.183585
999850.6487049999
1002241.18507
1004818.62403
1004593.1830900001
1000243.006145
998024.04484
996871.368235
999272.295635
1001705.871495
1000972.15069
1000314.0315650001
