date,pb07_daily_return
2021-10-06,0.0
2021-10-08,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.012102740131384196
2021-10-25,0.009972184411433997
2021-10-26,-0.0045570219565603965
2021-10-27,-0.004645795111558245
2021-10-28,-0.008463040776469236
2021-10-29,0.009084452861454676
2021-11-01,-0.015233295851334563
