year,n_trades,total_return_pct,avg_trade_pct,win_rate_pct,best_trade_pct,worst_trade_pct,gross_pnl_pct,max_dd_pct
2018,4,3.070985349062649,0.7677463372656622,50.0,14.338700147710497,-9.852133279154808,3.4709853490626488,0
2019,5,-22.201502310434222,-4.440300462086845,20.0,0.5642709354241475,-8.444123147748531,-21.701502310434222,0
2020,5,39.236559725307565,7.847311945061512,60.0,18.488346410927065,-4.784339786188952,39.736559725307565,0
2021,3,2.9203426186897716,0.9734475395632572,66.66666666666666,5.803312498112755,-4.285102725248701,3.220342618689772,0
