intercept_coef,intercept_tstat,bb03_coef,bb03_tstat,pb07_coef,pb07_tstat,interaction_coef,interaction_tstat,interaction_pval,n,r_squared
5.611943742578435e-05,0.16437260730519487,0.002119822170242889,1.5125365498398444,-0.0001513805681343524,-0.3981716064480865,-0.0006214176719051103,-0.43737469336209545,0.6618396339835483,856,0.002014451430840669
