fold,train_events,test_events,train_spread,test_spread,train_t,test_t,sign_consistency
1,21,16,0.004900614932322137,0.0014038770255647517,52.444347863165675,12.89466566690526,YES
2,37,6,0.003436325732876662,0.0010041702794281137,66.41219789328485,6.581998496562908,YES
