n0,n1,mean0,mean1,spread,t_stat,p_value,signal,horizon
763,98,0.0003741106906607421,-0.0005631819609347722,-0.0009372926515955144,-0.9569273916340069,0.34035607875849716,BB03,5
779,82,0.0001356425045191179,0.001519379436367631,0.001383736931848513,1.1538901549499745,0.25135464274357955,BB04,5
758,98,7.760938147862969e-05,0.0012919425432175477,0.001214333161738918,1.0667162423929286,0.2882504008739911,BB03,10
774,82,0.00010388889857242033,0.0012808325963544827,0.0011769436977820623,1.0187273812845483,0.31081135245637015,BB04,10
