horizon,target_stream,basis_streams,n,basis_dimension,basis_rank,bb01_explained_r2,bb01_residual_norm_share,bb01_residual_mean,bb01_residual_std,r2_plus_residual_sq,max_Q_residual_dot,corr_bb03,corr_pb07,corr_bb04
20,BB01_return,"BB03_return,PB07_return,BB04_return",846,3,3,0.16331631792434317,0.9147041500264754,7.480226052438998e-18,0.06384198973271836,1.0,2.6740099308694124e-16,-0.1656552366602089,-0.40025083186863486,-0.10262411697634768
10,BB01_return,"BB03_return,PB07_return,BB04_return",856,3,3,0.1485570173936254,0.9227366810777463,3.2424737868725366e-18,0.06664459766949941,0.9999999999999999,1.4007892068512717e-16,-0.2529229566381107,-0.36546402030767494,-0.10643148864303424
