intercept_coef,intercept_tstat,intercept_pval,bb03_coef,bb03_tstat,bb03_pval,pb07_coef,pb07_tstat,pb07_pval,n,r_squared
5.021424472069936e-05,0.14793359488578753,0.8823951750045799,0.0014624748866203861,1.242182824345798,0.2141691152618883,-0.00019297823001940007,-0.5439385645882454,0.5864837498714737,856,0.0018116989221019786
