n0,n1,mean0,mean1,spread,t_stat,p_value,signal,horizon,total_events,mean_return_events,median_return_events,std_return_events
818,43,0.00033225546232830763,-0.0009658219391166773,-0.0012980774014449848,-0.9072681456814111,0.3688260339933057,BB01,5,,,,
813,43,0.0002571805077935099,-0.0005499877311628519,-0.0008071682389563618,-0.5526704847055904,0.5830901716763579,BB01,10,,,,
806,40,6.753107161236498e-05,0.0033008444652706643,0.0032333133936582993,2.033260425199157,0.04822092041230867,BB01,20,,,,
845,16,0.00021804280459121757,0.0028755284326849864,0.0026574856280937686,0.9658827919058579,0.348941833771397,VB03,5,16.0,0.0028755284326849864,0.002845796775601763,0.010917319337513918
