fold,train_period,test_period,train_trades,test_trades,train_return_pct,test_return_pct,train_avg_pct,test_avg_pct,train_win_rate_pct,test_win_rate_pct,sign_consistency
1,2018-2019,2020,9,5,-19.130516961371573,39.236559725307565,-2.1256129957079524,7.847311945061512,33.33333333333333,60.0,NO
2,2018-2020,2021,14,3,20.106042763935992,2.9203426186897716,1.4361459117097135,0.9734475395632572,42.857142857142854,66.66666666666666,YES
