pearson_correlation_all,spearman_correlation_all,pearson_correlation_active,spearman_correlation_active,covariance,n_active_days,n_total_days
-0.0038280499515333417,-0.05479501992323372,-0.024370177460209582,-0.026291420777542603,-3.165060924234459e-07,35,866
