signal,1,3,5,10,20
BB01,-0.04213383192492951,-0.003142362617499962,0.05414598211003659,0.03825578135009954,0.00025085093953823085
BB02,-0.016510798300091212,-0.0185773778270464,-0.003431085880666042,0.03856182356250003,0.021809532731796828
BB03,-0.05812166234493331,-0.07703872451435384,-0.05680836097778028,-0.08940012813151313,-0.05107149956653613
BB04,0.012981318756553206,0.03712671184354156,0.07048873580108338,0.04835108718738064,0.005382237475853635
BB05,-0.02658546735776739,-0.012792951134483945,-0.016025751520672097,0.015487950741668558,-0.05138471355190626
BB06,-0.05168175500828646,-0.024022055962413684,-0.028574772142057867,-0.018113748667577142,-0.0290209802061744
BB07,0.05072826434076601,0.0146490595856839,0.02439042480177349,0.027602801255372882,0.03995323890871456
PB01,-0.048476638488383995,-0.0544046588424181,-0.05117583990305081,-0.04298147213926206,-0.0300819638221095
PB02,-0.032918899957700004,-0.02060540620393331,-0.0185672268237224,-0.012932362855744705,-0.03288217291199256
PB03,-0.05339602136151772,-0.03246997024816528,-0.028597111751079724,-0.013692497615376982,-0.05348718358289329
PB04,-0.03252949555872032,-0.03236306407139382,-0.035901325745521795,-0.01788896020506919,-0.054717924957935385
PB05,-0.01036091324614923,0.012731235965964559,-0.03718796293948852,-0.025904935265321827,-0.0013731931459327299
PB06,0.016783070649667598,-0.007352370404739792,-0.006259382389487959,-0.009263447634390033,-0.04135059152094319
PB07,-0.03419389528957431,-0.04170246779532193,-0.05708968411683358,-0.07627705656362471,-0.0694751036013557
PB08,-0.017322979470036904,-0.020284633320853878,-0.02242057719167762,-0.029858848677210673,-0.026884905163019234
VB01,-0.0374963179254491,-0.0397898977409926,-0.0058402663982828,-0.003960851956201111,-0.0685041735668635
VB02,0.0012052283053473505,0.0165623628535874,-0.031214650144695055,-0.04669119829093842,-0.037741501520140656
VB03,0.0538087284094985,0.048411164580967156,0.07626249488407304,0.010332590822977113,-0.0044415191492620364
VB04,0.04426951840437832,0.06874900823926026,0.03238191324038685,0.00747966455680412,0.03908123648572298
VB05,-0.017529892112561906,-0.031473808959754955,0.005123623638265999,-0.0003701101457005741,-0.035733811616746484
