signal,type,year,horizon,n,coef,hac_tstat,hac_pvalue,spearman_ic,n1,n0,mean_1,mean_0,spread_1_minus_0
PB01,binary,2018,10,227,-0.009443638358106077,-0.7668367620483045,0.443178576144201,-0.0840320926625547,144.0,83.0,0.0019703232184333833,0.011413961576539443,-0.00944363835810606
PB01,binary,2019,10,228,-0.00980764922578755,-0.7886093141517486,0.4303403854188895,-0.07068031504435872,118.0,110.0,-0.0037218120475998396,0.006085837178187698,-0.009807649225787538
PB01,binary,2020,10,230,0.0029628365877256693,0.1554349081204492,0.8764784658763906,0.024720429489369762,184.0,46.0,0.009861275729376418,0.006898439141650754,0.002962836587725664
PB01,binary,2021,10,171,-0.006487043300427961,-1.2782123694456198,0.2011745558868876,-0.12041460924747502,120.0,51.0,0.00014347891011713871,0.006630522210545095,-0.0064870433004279564
PB01,binary,2018,20,227,0.01173026956838064,0.7222047552689476,0.47016860015269013,0.0650480983068945,144.0,83.0,0.014398912204156122,0.0026686426357754867,0.011730269568380636
PB01,binary,2019,20,228,-0.015826036349893137,-1.046855830239029,0.295166076140996,-0.1514959205479085,118.0,110.0,-0.009626175967155887,0.006199860382737232,-0.01582603634989312
PB01,binary,2020,20,230,-0.015113983805338807,-1.3432911663449565,0.17917771135390936,-0.09266068272174363,184.0,46.0,0.015444309411980413,0.030558293217319205,-0.015113983805338791
PB01,binary,2021,20,161,-0.010685464790918496,-1.6610480205703098,0.09670380269399585,-0.25136207152535656,110.0,51.0,0.0009748659951233863,0.011660330786041886,-0.0106854647909185
PB02,binary,2018,1,227,-0.0022989293227282438,-1.492605957388929,0.1355403630120257,-0.11032689145352768,147.0,80.0,-5.701744925406904e-05,0.0022419118734741767,-0.002298929322728246
PB02,binary,2019,1,228,0.002058858277356561,1.3592964205820801,0.17405267784368283,0.05099846390461902,158.0,70.0,0.0003861367359336379,-0.0016727215414229215,0.0020588582773565594
PB02,binary,2020,1,230,-0.0012325497853273404,-0.5869087598826529,0.5572649862305328,-0.053656468942836856,181.0,49.0,0.0001740356451279875,0.0014065854304553267,-0.001232549785327339
PB02,binary,2018,3,227,-0.003800627097220482,-0.5525070663618988,0.5806009943687587,-0.11440786065270156,147.0,80.0,0.0010207251204410023,0.004821352217661475,-0.0038006270972204726
PB02,binary,2019,3,228,-0.0008384472676347689,-0.10035295190488404,0.9200641200811787,0.04608643055403249,158.0,70.0,0.00039671040932094334,0.0012351576769557163,-0.0008384472676347729
PB02,binary,2020,3,230,0.002147007084122842,0.20692038435485766,0.8360720366086729,-0.016872600517047063,181.0,49.0,0.0030700365166499,0.0009230294325270599,0.00214700708412284
PB02,binary,2018,5,227,-0.0060713884489593025,-0.6369332208261524,0.524168342542725,-0.13030956822189624,147.0,80.0,0.0019587177315984632,0.008030106180557758,-0.006071388448959296
PB02,binary,2019,5,228,-0.003059945734599329,-0.24833143182577533,0.8038779814325914,0.037707079544208405,158.0,70.0,-9.214512128032603e-05,0.002967800613318997,-0.0030599457345993233
PB02,binary,2020,5,230,0.004613151572622525,0.2650842796707329,0.7909445372756182,0.03478474514177948,181.0,49.0,0.0056363209768611235,0.001023169404238599,0.004613151572622524
PB02,binary,2018,10,227,-0.008013147690854192,-0.6001813971488212,0.5483853500936466,-0.11229701451519783,147.0,80.0,0.002599266691801084,0.010612414382655271,-0.008013147690854186
PB02,binary,2019,10,228,-0.00047392108662218206,-0.031745480877982346,0.9746750246521412,0.00910170885549858,158.0,70.0,0.0008644464557908464,0.0013383675424130277,-0.0004739210866221813
PB02,binary,2020,10,230,0.00744580713855857,0.3457984988030025,0.7294941534223032,0.07444735109654414,181.0,49.0,0.010854989063089413,0.003409181924530855,0.0074458071385585575
PB02,binary,2018,20,227,-0.015656956851851006,-0.9699544441508355,0.3320692001834611,-0.11581509141103737,147.0,80.0,0.00459200065206946,0.02024895750392046,-0.015656956851851
PB02,binary,2019,20,228,0.002251874155607742,0.14577229510185966,0.8841011475495577,-0.040740982496041266,158.0,70.0,-0.0012994426803980593,-0.0035513168360057977,0.0022518741556077386
PB02,binary,2020,20,230,0.009037877374028672,0.8139788525926459,0.415657065870487,0.07540693027286909,181.0,49.0,0.020392567004906447,0.011354689630877803,0.009037877374028645
PB03,binary,2018,1,227,-0.0007087202488176514,-0.44540178118410817,0.65602942524564,-0.03289911697056202,122.0,105.0,0.0004253557652499233,0.001134076014067575,-0.0007087202488176516
PB03,binary,2019,1,228,0.0003461400962651163,0.2501768831973723,0.8024505614736629,0.005344254069500089,106.0,122.0,-6.0753560867304774e-05,-0.00040689365713242147,0.0003461400962651167
PB03,binary,2020,1,230,-0.0030301319354738105,-2.036365514298123,0.041713665647678234,-0.11774857849236689,144.0,86.0,-0.0006963835156098753,0.0023337484198639393,-0.0030301319354738144
PB03,binary,2021,1,180,-0.0010278584803830838,-1.343539528038657,0.1790973356148301,-0.10615787952003508,105.0,75.0,-6.586078646267871e-05,0.0009619976939204067,-0.0010278584803830855
PB03,binary,2018,3,227,0.00472329089969888,0.7136184644509673,0.47546313675615837,0.007955114349439178,122.0,105.0,0.004544935306546826,-0.00017835559315207072,0.004723290899698897
PB03,binary,2019,3,228,-0.004763653825796721,-0.6643725026628429,0.506451927485724,0.0056114667729750935,106.0,122.0,-0.0018948442310859263,0.0028688095947107983,-0.004763653825796725
PB03,binary,2020,3,230,-0.005816139974555492,-0.8927335021566751,0.3719999047425777,-0.11084607561522813,144.0,86.0,0.00043790006041602284,0.006254040034971518,-0.005816139974555495
