year,n_trades,total_return_pct,avg_trade_pct,win_rate_pct
2018,4,16.54503010086202,4.136257525215505,100
2019,7,4.147649797965892,0.5925213997094131,57.14285714285714
2020,2,3.677980300462279,1.8389901502311394,100
2021,2,2.2493841140080106,1.1246920570040053,50
